#Time,Time_usec,ProducerName,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1641963660.0555,55500,0,0,0,0,97387748,79544608,86132372,152196,6772456,8700,7562156,6570644,7209344,13268,352812,6557376,0,0,8388604,6279544,500,0,7203464,54900,14456,390284,235032,155252,14016,110344,0,0,0,57082476,13475132,34359738367,576596,34308614140,51200,0,4388864,0,0,0,0,0,0,2048,439668,10711040,90177536
1641963660.05782,57820,1,0,0,0,97385144,62884956,93174040,3720,30446260,5800,19891516,10708852,45592,341776,19845924,10367076,0,0,8388604,8199420,0,0,146612,73104,236980,815880,633532,182348,14256,8376,0,0,0,57081176,1377884,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641963660.057543,57543,2,0,0,0,97385124,51056152,93191264,3436,42277008,4252,29618888,12796348,25316,344572,29593572,12451776,0,0,8388604,8228604,0,0,130380,71884,235048,824332,647288,177044,14432,8036,0,0,0,57081164,1436492,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641963660.051794,51794,3,0,0,0,3878020,3200976,3407316,2088,432032,0,292248,213232,83524,29596,208724,183636,0,0,0,0,0,0,71360,70676,41760,72076,45624,26452,3040,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641963660.051654,51654,4,0,0,0,1813712,97932,1047516,2068,1073512,0,809256,702556,461776,37000,347480,665556,0,0,0,0,96,0,436224,40072,62520,149728,123756,25972,2864,7084,0,0,0,906856,645980,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641963660.052102,52102,5,0,0,0,3878040,125632,1250436,2068,1343916,0,2765128,811276,2242080,30064,523048,781212,0,0,0,0,0,16,2230376,79624,41724,81404,58580,22824,3008,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,856064,0,0,0,0,0,0,2048,81776,4112384,2097152
1641963720.055236,55236,0,0,0,0,97387748,79766084,86353720,152272,6772348,8724,7354728,6570616,7001892,13300,352836,6557316,0,0,8388604,6279544,412,0,6994992,54776,14464,387976,234940,153036,13680,100460,0,0,0,57082476,12919044,34359738367,576596,34308614140,51200,0,4392960,0,0,0,0,0,0,2048,439668,10711040,90177536
1641963720.058405,58405,1,0,0,0,97385144,62838040,93174380,4116,30493024,5800,19888208,10755928,42232,341776,19845976,10414152,0,0,8388604,8199420,15872,0,142736,73120,236980,816012,633660,182352,14272,8376,0,0,0,57081176,1378128,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641963720.058424,58424,2,0,0,0,97385124,51037188,93194544,3956,42298652,4252,29617476,12818456,23832,344572,29593644,12473884,0,0,8388604,8228604,0,0,129556,71892,235048,824140,647352,176788,14448,8036,0,0,0,57081164,1437340,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641963720.051714,51714,3,0,0,0,3878020,3201224,3407568,2088,432036,0,292212,213232,83484,29596,208728,183636,0,0,0,0,4,0,71328,70684,41760,72060,45624,26436,3056,5964,0,0,0,1939008,572536,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641963720.05161,51610,5,0,0,0,3878040,134576,1238988,2068,1323616,0,2776860,790016,2252892,30064,523968,759952,0,0,0,0,0,0,2241232,79632,41724,81296,58480,22816,3008,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641963720.051468,51468,4,0,0,0,1813712,86036,1046776,2068,1084704,0,819364,704032,462180,37000,357184,667032,0,0,0,0,252,0,436660,40064,62520,149928,123732,26196,3008,7088,0,0,0,906856,647008,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641963780.05761,57610,1,0,0,0,97385144,62782688,93177052,4132,30550880,5800,19888196,10813816,42220,341768,19845976,10472048,0,0,8388604,8199420,256,344,143928,73124,236980,815916,633788,182128,14272,8376,0,0,0,57081176,1378116,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641963780.055266,55266,0,0,0,0,97387748,79314916,85902732,152352,6772524,8724,7781340,6570828,7428472,13300,352868,6557528,0,0,8388604,6279544,456,0,7421696,54780,14464,392884,234876,158008,14336,118052,0,0,0,57082476,13973264,34359738367,576596,34308614140,51200,0,4397056,0,0,0,0,0,0,2048,439668,10711040,90177536
1641963780.05847,58470,2,0,0,0,97385124,51009688,93193256,3964,42324764,4252,29616712,12844612,23068,344580,29593644,12500032,0,0,8388604,8228604,5888,0,128732,71892,235048,824108,647416,176692,14448,8036,0,0,0,57081164,1437764,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641963780.051464,51464,4,0,0,0,1813712,83092,1044484,2068,1085532,0,831524,694924,464380,37000,367144,657924,0,0,0,0,144,0,438860,40064,62520,149856,123532,26324,2816,7080,0,0,0,906856,647008,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641963780.051992,51992,3,0,0,0,3878020,3200860,3407204,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,0,0,71300,70684,41760,72052,45624,26428,3056,5964,0,0,0,1939008,572536,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641963780.052231,52231,5,0,0,0,3878040,125156,1239412,2068,1333284,0,2777824,798752,2252884,30064,524940,768688,0,0,0,0,0,0,2241224,79632,41724,81668,58748,22920,3008,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641963840.055842,55842,0,0,0,0,97387748,79892260,86480496,152428,6772340,8724,7232244,6570704,6879344,13300,352900,6557404,0,0,8388604,6279544,564,0,6873052,55828,14464,389220,235388,153832,13680,92676,0,0,0,57082476,12504680,34359738367,576596,34308614140,51200,0,4392960,0,0,0,0,0,0,2048,439668,10711040,90177536
1641963840.05842,58420,2,0,0,0,97385124,50965784,93194704,3964,42370288,4252,29616504,12889868,22860,344580,29593644,12545288,0,0,8388604,8228604,13268,0,129040,71892,235048,823948,647512,176436,14448,8036,0,0,0,57081164,1437504,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641963840.058151,58151,1,0,0,0,97385144,62741112,93175116,4132,30590448,5800,24138176,6605560,44360,341776,24093816,6263784,0,0,8388604,8199420,0,0,144852,73124,236980,815948,633852,182096,14272,8376,0,0,0,57081176,1377924,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641963840.052101,52101,3,0,0,0,3878020,3201132,3407476,2088,432036,0,292232,213232,83504,29596,208728,183636,0,0,0,0,0,0,71356,70684,41760,72028,45624,26404,3056,5964,0,0,0,1939008,572536,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641963840.051556,51556,4,0,0,0,1813712,129200,1060916,2068,1055852,0,817688,662196,447500,37000,370188,625196,0,0,0,0,120,0,421980,40068,62520,150056,123540,26516,3024,7124,0,0,0,906856,655232,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641963840.051706,51706,5,0,0,0,3878040,124692,1238948,2068,1333284,0,2778672,798208,2253188,30064,525484,768144,0,0,0,0,0,8,2241532,79632,41724,81660,58748,22912,3024,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641963900.054033,54033,0,0,0,0,97387748,79380432,85969104,152480,6772472,8724,7723932,6570824,7370976,13300,352956,6557524,0,0,8388604,6279544,356,0,7364144,54968,14464,391112,235648,155464,13984,112608,0,0,0,57082476,13713404,34359738367,576596,34308614140,51200,0,4397056,0,0,0,0,0,0,2048,439668,10711040,90177536
1641963900.056903,56903,1,0,0,0,97385144,62739412,93173416,4132,30590448,5800,24137784,6605500,43908,341776,24093876,6263724,0,0,8388604,8199420,0,0,145484,73124,236980,815948,633852,182096,14272,8376,0,0,0,57081176,1377928,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641963900.057911,57911,2,0,0,0,97385124,50882228,93195084,3964,42454000,4252,29616420,12973600,22776,344568,29593644,12629032,0,0,8388604,8228604,12756,0,128964,71892,235048,824124,647704,176420,14448,8036,0,0,0,57081164,1437508,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641963900.051474,51474,4,0,0,0,1813712,107676,1050968,2068,1067428,0,826500,675440,457988,37000,368512,638440,0,0,0,0,260,0,432488,40060,62520,149944,123548,26396,2848,7020,0,0,0,906856,647544,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641963900.051944,51944,3,0,0,0,3878020,3202124,3408468,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,4,0,71300,70684,41760,72028,45624,26404,3056,5964,0,0,0,1939008,572536,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641963900.051382,51382,5,0,0,0,3878040,119276,1239252,2068,1338916,0,2780436,801920,2253032,30064,527404,771856,0,0,0,0,0,8,2241372,79632,41724,81780,58924,22856,3024,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641963960.055291,55291,0,0,0,0,97387748,79496500,86085588,152544,6772488,8724,7612368,6570868,7259368,13300,353000,6557568,0,0,8388604,6279544,408,0,7255040,54824,14464,391964,235976,155988,14128,107852,0,0,0,57082476,13369456,34359738367,576596,34308614140,51200,0,4401152,0,0,0,0,0,0,2048,439668,10711040,90177536
1641963960.056736,56736,1,0,0,0,97385144,62735812,93177464,4140,30598332,5800,24136548,6613056,42620,341768,24093928,6271288,0,0,8388604,8199420,4312,0,144888,73124,236980,815980,633884,182096,14272,8376,0,0,0,57081176,1377924,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641963960.057512,57512,2,0,0,0,97385124,50798200,93185316,3980,42527732,4252,29625708,13047744,32064,344580,29593644,12703164,0,0,8388604,8228604,16608,0,137640,71892,235048,824268,647832,176436,14464,8440,0,0,0,57081164,1455184,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641963960.051647,51647,4,0,0,0,1813712,138960,1065212,2068,1050448,0,810296,659704,443044,37000,367252,622704,0,0,0,0,124,0,417524,40060,62520,150068,123504,26564,3168,7088,0,0,0,906856,647544,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641963960.051981,51981,5,0,0,0,3878040,134072,1239016,2068,1323792,0,2780868,786348,2253016,30064,527852,756284,0,0,0,0,0,0,2241356,79632,41724,81960,59112,22848,3024,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641963960.051654,51654,3,0,0,0,3878020,3201132,3407476,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,0,0,71300,70684,41760,72028,45624,26404,3056,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964020.055361,55361,0,0,0,0,97387748,79974600,86563760,152632,6772400,8724,7163964,6570860,6810956,13300,353008,6557560,0,0,8388604,6279544,532,0,6804940,54712,14464,387464,236048,151416,13456,86180,0,0,0,57082476,12164596,34359738367,576596,34308614140,51200,0,4392960,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964020.056066,56066,1,0,0,0,97385144,62702972,93174480,4140,30627896,5800,24138312,6642848,44384,341768,24093928,6301080,0,0,8388604,8199420,4608,0,146820,73128,236980,816044,633948,182096,14256,8376,0,0,0,57081176,1377924,34359738367,583720,34308612092,54400,0,75776,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964020.057212,57212,2,0,0,0,97385124,50745904,93188320,3980,42583072,4252,29626860,13102912,33216,344576,29593644,12758336,0,0,8388604,8228604,7168,0,139544,71892,235048,824412,647960,176452,14448,8440,0,0,0,57081164,1454924,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964020.052146,52146,3,0,0,0,3878020,3201404,3407748,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,0,0,71300,70684,41760,72036,45624,26412,3024,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964020.051472,51472,4,0,0,0,1813712,113604,1053360,2068,1063908,0,805728,690152,455428,37000,350300,653152,0,0,0,0,88,0,429908,40060,62520,150012,123512,26500,2816,7076,0,0,0,906856,647544,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964020.051646,51646,5,0,0,0,3878040,121740,1230304,2068,1327368,0,2792524,787540,2262288,30064,530236,757476,0,0,0,0,0,4,2250776,79632,41724,82104,59200,22904,3024,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964080.054901,54901,0,0,0,0,97387748,79083096,85672968,152708,6772696,8732,8004836,6571208,7651796,13312,353040,6557896,0,0,8388604,6279544,572,0,7646648,54760,14468,393128,236392,156736,14800,121572,0,0,0,57082476,14304392,34359738367,576596,34308614140,51200,0,4397056,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964080.058762,58762,1,0,0,0,97385144,62678284,93178788,4140,30657036,5800,24135388,6671768,41460,341756,24093928,6330012,0,0,8388604,8199420,1492,0,142304,73128,236980,816108,634012,182096,14256,8376,0,0,0,57081176,1377920,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964080.057986,57986,2,0,0,0,97385124,50690684,93187956,3980,42637856,4252,29628684,13157644,35040,344580,29593644,12813064,0,0,8388604,8228604,1536,16,141028,71892,235048,824540,648088,176452,14448,8440,0,0,0,57081164,1454916,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964080.051511,51511,4,0,0,0,1813712,103900,1052824,2068,1073076,0,789240,716040,455616,37000,333624,679040,0,0,0,0,160,0,430068,40064,62520,150004,123468,26536,3232,7092,0,0,0,906856,667076,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964080.051954,51954,5,0,0,0,3878040,129296,1239128,2068,1328616,0,2784016,788004,2252996,30064,531020,757940,0,0,0,0,0,0,2241376,79632,41724,82116,59236,22880,3024,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964080.051955,51955,3,0,0,0,3878020,3201488,3407832,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,8,0,71300,70684,41760,72060,45624,26436,3040,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964140.055652,55652,0,0,0,0,97387748,79460868,86050832,152776,6772424,8732,7652880,6570968,7299804,13312,353076,6557656,0,0,8388604,6279544,364,0,7294060,55072,14468,391372,236688,154684,13712,105320,0,0,0,57082476,13320920,34359738367,576596,34308614140,51200,0,4401152,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964140.058525,58525,1,0,0,0,97385144,62645192,93175452,4140,30686520,5800,24138684,6701472,44756,341768,24093928,6359704,0,0,8388604,8199420,2308,0,145264,73128,236980,816172,634076,182096,14256,8376,0,0,0,57081176,1377920,34359738367,583720,34308612092,54400,0,73728,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964140.058048,58048,2,0,0,0,97385124,50635056,93186364,3996,42691956,4252,29627868,13211408,34196,344464,29593672,12866944,0,0,8388604,8228604,18900,0,140700,71904,235048,824972,648216,176756,14448,8440,0,0,0,57081164,1454920,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964140.051835,51835,3,0,0,0,3878020,3201052,3407396,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,0,0,71300,70684,41760,72124,45624,26500,3040,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964140.051558,51558,5,0,0,0,3878040,117152,1237628,2068,1339112,0,2786072,797284,2253836,30064,532236,767220,0,0,0,0,0,4,2242176,79632,41724,82424,59536,22888,3008,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964140.050526,50526,4,0,0,0,1813712,125680,1053772,2068,1052320,0,770668,713620,455460,37000,315208,676620,0,0,0,0,72,0,429948,40060,62520,149568,123472,26096,2992,7092,0,0,0,906856,647544,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964200.058091,58091,1,0,0,0,97385144,62618292,93178112,4148,30715960,5800,24138692,6730960,44764,341760,24093928,6389200,0,0,8388604,8199420,1280,0,146888,73128,236980,816236,634140,182096,14256,8376,0,0,0,57081176,1377916,34359738367,583720,34308612092,54400,0,71680,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964200.055806,55806,0,0,0,0,97387748,80417012,87005992,152844,6772228,8728,6749940,6570808,6396832,13312,353108,6557496,0,0,8388604,6279544,64,0,6385908,55012,14468,385524,235832,149692,12752,64772,0,0,0,57082476,10953052,34359738367,576596,34308614140,51200,0,4397056,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964200.058293,58293,2,0,0,0,97385124,50579476,93185460,3996,42746484,4252,29627476,13265960,33804,344468,29593672,12921492,0,0,8388604,8228604,8660,0,140008,71904,235048,825188,648344,176844,14448,8440,0,0,0,57081164,1455348,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964200.051152,51152,5,0,0,0,3878040,141088,1239176,2068,1316764,0,2785796,774056,2252680,30064,533116,743992,0,0,0,0,0,0,2241020,79632,41724,82324,59452,22872,3008,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964200.052064,52064,3,0,0,0,3878020,3200852,3407196,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,0,0,71300,70684,41760,72076,45624,26452,3040,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964200.051927,51927,4,0,0,0,1813712,132552,1053704,2068,1045476,0,759956,717556,455500,37000,304456,680556,0,0,0,0,24,0,429980,40060,62520,149384,123348,26036,2848,7064,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964260.057849,57849,1,0,0,0,97385144,62590132,93178624,4156,30744632,5800,24136924,6759568,42996,341760,24093928,6417808,0,0,8388604,8199420,476,0,144784,73128,236980,816304,634204,182100,14256,8376,0,0,0,57081176,1377388,34359738367,583720,34308612092,54400,0,69632,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964260.054381,54381,0,0,0,0,97387748,81390748,87979264,152920,6771788,8724,5839732,6570396,5486580,13312,353152,6557084,0,0,8388604,6279544,4,0,5479492,54780,14472,371472,235736,135736,10864,22980,0,0,0,57082476,8559076,34359738367,576596,34308614140,51200,0,4392960,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964260.057887,57887,2,0,0,0,97385124,50527444,93185940,3996,42799176,4252,29627692,13318380,34020,344472,29593672,12973908,0,0,8388604,8228604,10920,0,138612,71904,235048,825284,648440,176844,14448,8440,0,0,0,57081164,1455776,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964260.051637,51637,4,0,0,0,1813712,151764,1055308,2068,1027880,0,759968,699984,455500,37000,304468,662984,0,0,0,0,4,0,429980,40060,62520,147740,123300,24440,2800,7060,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964260.05172,51720,3,0,0,0,3878020,3200528,3406872,2088,432036,0,292256,213232,83528,29596,208728,183636,0,0,0,0,4,0,71364,70684,41760,72028,45624,26404,3040,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964260.051405,51405,5,0,0,0,3878040,139676,1238840,2068,1317820,0,2786292,774616,2252680,30064,533612,744552,0,0,0,0,0,0,2241020,79632,41724,82400,59496,22904,3008,11024,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964320.056065,56065,0,0,0,0,97387748,81365380,87953976,152992,6771796,8724,5869904,6570452,5516728,13312,353176,6557140,0,0,8388604,6279544,4,0,5509044,54780,14472,371060,235736,135324,10848,23032,0,0,0,57082476,8589240,34359738367,576596,34308614140,51200,0,4392960,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964320.058484,58484,1,0,0,0,97385144,62560752,93179588,4156,30774840,5800,24134848,6789836,40920,341748,24093928,6448088,0,0,8388604,8199420,1540,0,142692,73128,236980,816368,634268,182100,14256,8376,0,0,0,57081176,1377392,34359738367,583720,34308612092,54400,0,69632,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964320.057076,57076,2,0,0,0,97385124,50472228,93184948,4004,42852768,4252,29626792,13372488,33120,344484,29593672,13028004,0,0,8388604,8228604,15104,0,138992,71904,235048,825204,648568,176636,14448,8440,0,0,0,57081164,1455780,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964320.050499,50499,4,0,0,0,1813712,172916,1055844,2068,1007360,0,759984,679468,455508,37000,304476,642468,0,0,0,0,12,0,429988,40064,62520,147156,123192,23964,2784,7052,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964320.052077,52077,5,0,0,0,3878040,139528,1238724,2068,1317852,0,2786356,774616,2252712,30064,533644,744552,0,0,0,0,8,0,2241052,79632,41724,82428,59492,22936,3008,11012,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964320.05256,52560,3,0,0,0,3878020,3200312,3406656,2088,432036,0,292192,213232,83464,29596,208728,183636,0,0,0,0,8,0,71300,70684,41760,71996,45624,26372,3040,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964380.05614,56140,1,0,0,0,97385144,62531000,93177812,4164,30803468,5800,24134788,6817752,40860,341752,24093928,6476000,0,0,8388604,8199420,724,0,142760,73128,236980,816432,634332,182100,14256,8376,0,0,0,57081176,1377392,34359738367,583720,34308612092,54400,0,69632,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964380.05503,55030,0,0,0,0,97387748,81336600,87925276,153076,6771792,8724,5898180,6570524,5544996,13312,353184,6557212,0,0,8388604,6279544,0,0,5538508,54780,14472,370524,235736,134788,10912,23084,0,0,0,57082476,8617980,34359738367,576596,34308614140,51200,0,4392960,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964380.058404,58404,2,0,0,0,97385124,50419200,93187492,4004,42908188,4252,29626356,13427936,32684,344488,29593672,13083448,0,0,8388604,8228604,1024,0,137600,71908,235048,825060,648696,176364,14448,8440,0,0,0,57081164,1454824,34359738367,583720,34308612092,54400,0,57344,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964380.051761,51761,5,0,0,0,3878040,139404,1238600,2068,1317852,0,2786324,774616,2252680,30064,533644,744552,0,0,0,0,0,0,2241020,79632,41724,82428,59492,22936,3008,11012,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964380.051697,51697,4,0,0,0,1813712,192852,1056188,2068,987932,0,759988,659968,455508,37000,304480,622968,0,0,0,0,32,0,429988,40064,62520,146800,123096,23704,2784,7052,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964380.052544,52544,3,0,0,0,3878020,3200452,3406796,2088,432036,0,292264,213232,83536,29596,208728,183636,0,0,0,0,0,0,71388,70684,41760,71996,45624,26372,3024,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964440.058932,58932,1,0,0,0,97385144,62492172,93181536,4172,30845240,5800,24137996,6853868,44068,335412,24093928,6518456,0,0,8388604,8199420,6144,0,139700,73132,236980,816488,634428,182060,14240,7980,0,0,0,57081176,1359324,34359738367,583720,34308612092,54400,0,69632,0,0,0,0,0,0,2048,539016,9564160,91226112
1641964440.055345,55345,0,0,0,0,97387748,83791208,90379964,153144,6771812,8724,3449716,6570568,3096496,13312,353220,6557256,0,0,8388604,6279544,4,0,3089336,54780,14472,370468,235736,134732,10848,17884,0,0,0,57082476,6154020,34359738367,576596,34308614140,51200,0,2310144,0,0,0,0,0,0,2048,439668,10711040,90177536
1641964440.056207,56207,2,0,0,0,97385124,50387544,93198780,4012,42951028,4252,31353320,11733432,33612,333172,31319708,11400260,0,0,8388604,8228604,3328,0,128524,71908,235048,825044,648792,176252,14432,8036,0,0,0,57081164,1437056,34359738367,583720,34308612092,54400,0,53248,0,0,0,0,0,0,2048,522612,8531968,92274688
1641964440.051625,51625,5,0,0,0,3878040,139652,1238848,2068,1317852,0,2786324,774616,2252680,30064,533644,744552,0,0,0,0,0,0,2241020,79632,41724,82428,59492,22936,3008,11012,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,860160,0,0,0,0,0,0,2048,81776,4112384,2097152
1641964440.05164,51640,3,0,0,0,3878020,3200684,3407028,2088,432036,0,292256,213232,83528,29596,208728,183636,0,0,0,0,4,0,71364,70684,41760,71996,45624,26372,3040,5964,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641964440.051833,51833,4,0,0,0,1813712,230640,1056752,2068,950784,0,760032,622816,455544,37000,304488,585816,0,0,0,0,8,0,430024,40064,62520,145996,123016,22980,2864,7040,0,0,0,906856,651656,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641964500.058355,58355,1,0,0,0,97385144,62454956,93186360,4172,30887648,5800,24132796,6895812,38868,335412,24093928,6560400,0,0,8388604,8199420,5548,0,133536,73132,236980,816600,634524,182076,14240,7980,0,0,0,57081176,1359324,34359738367,583720,34308612092,54400,0,69632,0,0,0,0,0,0,2048,539016,9564160,91226112
