#Time,Time_usec,ProducerName,component_id,job_id,app_id,MemTotal,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,HardwareCorrupted,AnonHugePages,CmaTotal,CmaFree,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,DirectMap4k,DirectMap2M,DirectMap1G
1641970440.05611,56110,2,0,0,0,97385124,48945752,93221420,4684,44411476,4252,33048432,11478008,23672,321656,33024760,11156352,0,0,8388604,8228604,0,0,104652,64328,235048,827688,652080,175608,14400,7228,0,0,0,57081164,1401844,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970440.052574,52574,3,0,0,0,3878020,3200900,3407248,2088,432040,0,292228,213232,83496,29596,208732,183636,0,0,0,0,0,0,71332,70704,41760,72056,45624,26432,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970440.052151,52151,4,0,0,0,1813712,79988,1133164,2068,1178132,0,746528,787572,379420,37000,367108,750572,0,0,0,0,124,0,353900,40128,62520,145504,122704,22800,2880,7132,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970440.05172,51720,5,0,0,0,3878040,162160,1159940,2068,1214408,0,2896828,637264,2329276,30064,567552,607200,0,0,0,0,0,0,2317616,79664,41724,86604,63552,23052,3008,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970500.055551,55551,0,0,0,0,97387748,83965408,90563188,158964,6773392,8780,3112568,6576572,2757840,13484,354728,6563088,0,0,8388604,6279800,88,0,2747184,53204,14540,397796,237420,160376,14864,121752,0,0,0,57082476,9671396,34359738367,576596,34308614140,51200,0,36864,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970500.05807,58070,1,0,0,0,97385144,61021916,93217336,4720,32347308,5800,25871816,6593412,21616,328564,25850200,6264848,0,0,8388604,8199420,0,0,110168,67736,236980,819788,637820,181968,14208,7188,0,0,0,57081176,1324060,34359738367,583720,34308612092,54400,0,61440,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970500.056864,56864,2,0,0,0,97385124,48946708,93222392,4692,44411484,4252,33049844,11478024,25084,321656,33024760,11156368,0,0,8388604,8228604,0,0,108172,64336,235048,827560,652080,175480,14400,7228,0,0,0,57081164,1402272,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970500.052201,52201,5,0,0,0,3878040,162040,1159984,2068,1214572,0,2897160,637204,2329384,30064,567776,607140,0,0,0,0,0,0,2317724,79664,41724,86472,63552,22920,3008,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970500.052259,52259,3,0,0,0,3878020,3200956,3407304,2088,432040,0,292236,213232,83504,29596,208732,183636,0,0,0,0,0,0,71356,70704,41760,72000,45624,26376,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970500.051586,51586,4,0,0,0,1813712,89060,1133368,2068,1169548,0,745388,780156,379448,37000,365940,743156,0,0,0,0,4,0,353928,40124,62520,145192,122420,22772,2784,7128,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970560.057417,57417,1,0,0,0,97385144,61019804,93215224,4720,32347308,5800,25872096,6593408,21896,328560,25850200,6264848,0,0,8388604,8199420,0,0,110932,67736,236980,819788,637820,181968,14208,7188,0,0,0,57081176,1324060,34359738367,583720,34308612092,54400,0,61440,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970560.054888,54888,0,0,0,0,97387748,84162688,90760500,159052,6773328,8780,2929828,6576596,2575100,13484,354728,6563112,0,0,8388604,6279800,0,0,2568336,53204,14540,396720,237428,159292,14544,112016,0,0,0,57082476,9171148,34359738367,576596,34308614140,51200,0,36864,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970560.058939,58939,2,0,0,0,97385124,48941452,93217136,4692,44411484,4252,33050588,11478020,25828,321652,33024760,11156368,0,0,8388604,8228604,0,0,108408,64336,235048,827672,652080,175592,14400,7228,0,0,0,57081164,1402020,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970560.051557,51557,5,0,0,0,3878040,161920,1159880,2068,1214588,0,2897244,637172,2329420,30064,567824,607108,0,0,0,0,0,0,2317760,79664,41724,86344,63552,22792,3008,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970560.052641,52641,3,0,0,0,3878020,3200940,3407288,2088,432040,0,292196,213232,83464,29596,208732,183636,0,0,0,0,0,0,71300,70704,41760,72016,45624,26392,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970560.052128,52128,4,0,0,0,1813712,86572,1134068,2068,1173136,0,743448,785684,379448,37000,364000,748684,0,0,0,0,4,0,353928,40124,62520,144760,122020,22740,2800,7128,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970620.058245,58245,1,0,0,0,97385144,61019620,93215040,4720,32347308,5800,25873492,6593412,23292,328564,25850200,6264848,0,0,8388604,8199420,0,0,111116,67736,236980,819788,637820,181968,14208,7188,0,0,0,57081176,1324060,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970620.054927,54927,0,0,0,0,97387748,84573944,91171668,159116,6773176,8780,2540588,6576496,2185852,13484,354736,6563012,0,0,8388604,6279800,76,0,2174860,53212,14540,393000,237432,155568,13856,95636,0,0,0,57082476,8170536,34359738367,576596,34308614140,51200,0,36864,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970620.058355,58355,2,0,0,0,97385124,48944484,93220168,4692,44411484,4252,33049008,11478024,24248,321656,33024760,11156368,0,0,8388604,8228604,0,0,105860,64336,235048,827752,652080,175672,14400,7228,0,0,0,57081164,1401936,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970620.052233,52233,3,0,0,0,3878020,3201460,3407808,2088,432040,0,292228,213232,83496,29596,208732,183636,0,0,0,0,8,0,71332,70704,41760,72000,45624,26376,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970620.052223,52223,5,0,0,0,3878040,161980,1159956,2068,1214604,0,2897312,637156,2329456,30064,567856,607092,0,0,0,0,8,0,2317796,79664,41724,86408,63552,22856,3008,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970620.050479,50479,4,0,0,0,1813712,71964,1134332,2068,1188636,0,742260,802380,379428,37000,362832,765380,0,0,0,0,20,0,353908,40124,62520,144056,121364,22692,2784,7120,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970680.054832,54832,0,0,0,0,97387748,85115572,91713180,159180,6772992,8780,2028764,6576360,1674008,13484,354756,6562876,0,0,8388604,6279800,48,0,1666852,53204,14540,388776,237432,151344,13232,74876,0,0,0,57082476,6853916,34359738367,576596,34308614140,51200,0,36864,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970680.055526,55526,1,0,0,0,97385144,61019920,93215348,4728,32347308,5800,25874108,6593416,23908,328560,25850200,6264856,0,0,8388604,8199420,0,0,109496,67736,236980,819804,637820,181984,14208,7188,0,0,0,57081176,1324060,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970680.058374,58374,2,0,0,0,97385124,48947448,93223140,4700,44411484,4252,33049804,11478032,25044,321656,33024760,11156376,0,0,8388604,8228604,0,0,106496,64336,235048,827608,652080,175528,14400,7228,0,0,0,57081164,1401936,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970680.051959,51959,3,0,0,0,3878020,3201816,3408164,2088,432040,0,292196,213232,83464,29596,208732,183636,0,0,0,0,0,0,71300,70704,41760,72016,45624,26392,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970680.052219,52219,5,0,0,0,3878040,161764,1159756,2068,1214620,0,2897356,637172,2329500,30064,567856,607108,0,0,0,0,0,0,2317840,79664,41724,86376,63552,22824,3008,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970680.056548,56548,4,0,0,0,1813712,73004,1133928,2068,1187220,0,742424,800964,379620,37000,362804,763964,0,0,0,0,8,0,354108,40124,62520,144072,121364,22708,2784,7120,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970740.053953,53953,0,0,0,0,97387748,85657928,92255276,159256,6772784,8780,1518764,6576212,1163992,13484,354772,6562728,0,0,8388604,6279800,76,0,1156884,53204,14540,382548,237304,145244,12352,52948,0,0,0,57082476,5615484,34359738367,576596,34308614140,51200,0,45056,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970740.0589,58900,1,0,0,0,97385144,61015884,93211324,4740,32347308,5800,25876344,6593416,26144,328548,25850200,6264868,0,0,8388604,8199420,0,0,118432,67740,236980,819516,637820,181696,14208,7188,0,0,0,57081176,1324184,34359738367,583720,34308612092,54400,0,63488,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970740.058923,58923,2,0,0,0,97385124,48949500,93225192,4700,44411484,4252,33047428,11478032,22668,321656,33024760,11156376,0,0,8388604,8228604,0,0,105040,64336,235048,827624,652080,175544,14400,7228,0,0,0,57081164,1401592,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970740.052422,52422,3,0,0,0,3878020,3201576,3407924,2088,432040,0,292244,213232,83512,29596,208732,183636,0,0,0,0,0,0,71444,70704,41760,72008,45624,26384,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970740.051218,51218,5,0,0,0,3878040,161640,1159632,2068,1214620,0,2897424,637156,2329552,30064,567872,607092,0,0,0,0,0,0,2317892,79664,41724,86344,63552,22792,3040,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970740.051897,51897,4,0,0,0,1813712,64480,1134156,2068,1195972,0,742240,809772,379492,37000,362748,772772,0,0,0,0,12,0,353972,40124,62520,144020,121364,22656,2784,7120,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970800.055618,55618,0,0,0,0,97387748,86198980,92796332,159336,6772740,8776,1005952,6576176,651112,13484,354840,6562692,0,0,8388604,6279800,100,0,634992,55144,14544,377776,237276,140500,11760,31784,0,0,0,57082476,4378488,34359738367,576596,34308614140,51200,0,36864,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970800.058879,58879,2,0,0,0,97385124,48947824,93223516,4700,44411484,4252,33049572,11478032,24812,321656,33024760,11156376,0,0,8388604,8228604,0,0,108156,64336,235048,827432,652080,175352,14400,7228,0,0,0,57081164,1402020,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970800.058329,58329,1,0,0,0,97385144,61018776,93214216,4740,32347308,5800,25874588,6593412,24388,328544,25850200,6264868,0,0,8388604,8199420,0,0,111208,67740,236980,819516,637820,181696,14208,7188,0,0,0,57081176,1323928,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970800.051869,51869,3,0,0,0,3878020,3201568,3407916,2088,432040,0,292268,213232,83536,29596,208732,183636,0,0,0,0,0,0,71436,70704,41760,72016,45624,26392,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970800.05184,51840,5,0,0,0,3878040,161888,1159880,2068,1214620,0,2897540,637156,2329668,30064,567872,607092,0,0,0,0,0,0,2318016,79664,41724,86376,63552,22824,3008,11004,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970800.05172,51720,4,0,0,0,1813712,80396,1134052,2068,1180000,0,741240,794800,379492,37000,361748,757800,0,0,0,0,36,0,353972,40136,62520,143984,121316,22668,2784,7124,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970860.05813,58130,1,0,0,0,97385144,61018556,93214004,4748,32347308,5800,25872388,6593416,22188,328540,25850200,6264876,0,0,8388604,8199420,0,0,111404,67740,236980,819516,637820,181696,14208,7188,0,0,0,57081176,1323928,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970860.055838,55838,0,0,0,0,97387748,86430368,93027708,159412,6772664,8804,788440,6576188,433592,13516,354848,6562672,0,0,8388604,6279800,52,0,418328,54172,14548,374820,237276,137544,11280,23704,0,0,0,57082476,3878100,34359738367,576596,34308614140,51200,0,36864,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970860.057834,57834,2,0,0,0,97385124,48945092,93220792,4708,44411484,4252,33048724,11478040,23964,321656,33024760,11156384,0,0,8388604,8228604,0,0,106392,64336,235048,827560,652080,175480,14400,7228,0,0,0,57081164,1402448,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970860.051697,51697,3,0,0,0,3878020,3201652,3408000,2088,432040,0,292228,213232,83496,29596,208732,183636,0,0,0,0,0,0,71332,70704,41760,72056,45624,26432,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970860.051146,51146,5,0,0,0,3878040,161888,1159912,2068,1214652,0,2897444,637156,2329540,30064,567904,607092,0,0,0,0,0,0,2317880,79668,41724,86376,63552,22824,3008,11016,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970860.051514,51514,4,0,0,0,1813712,81900,1134300,2068,1179480,0,740996,794524,379492,37000,361504,757524,0,0,0,0,4,0,353972,40136,62520,143132,120580,22552,2784,7124,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970920.05525,55250,0,0,0,0,97387748,86560172,93157556,159488,6772632,8804,666668,6576228,311808,13524,354860,6562704,0,0,8388604,6279800,88,0,300600,54180,14556,373124,237276,135848,11168,18820,0,0,0,57082476,3588396,34359738367,576596,34308614140,51200,0,40960,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970920.056458,56458,2,0,0,0,97385124,48945128,93220844,4724,44411484,4252,33047956,11478056,23196,321656,33024760,11156400,0,0,8388604,8228604,0,0,105576,64344,235048,827784,652080,175704,14416,7228,0,0,0,57081164,1402504,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970920.057857,57857,1,0,0,0,97385144,61018568,93213960,4760,32347312,5800,25873072,6593440,22872,328548,25850200,6264892,0,0,8388604,8199420,0,0,112264,67748,236980,819628,637748,181880,14224,7188,0,0,0,57081176,1324408,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970920.052415,52415,3,0,0,0,3878020,3201088,3407444,2088,432048,0,292232,213236,83496,29596,208736,183640,0,0,0,0,0,0,71332,70712,41760,72000,45624,26376,3040,5960,0,0,0,1939008,572488,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970920.052058,52058,5,0,0,0,3878040,162260,1160308,2068,1214676,0,2897556,637068,2329540,30064,568016,607004,0,0,0,0,0,0,2317880,79672,41724,86376,63552,22824,3008,11016,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970920.052343,52343,4,0,0,0,1813712,75208,1134196,2068,1186308,0,740596,801752,379492,37000,361104,764752,0,0,0,0,136,0,353972,40144,62520,142904,120340,22564,2784,7124,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641970980.05704,57040,1,0,0,0,97385144,61018016,93213408,4760,32347312,5800,25870440,6593440,20240,328548,25850200,6264892,0,0,8388604,8199420,0,0,109496,67748,236980,819628,637748,181880,14224,7188,0,0,0,57081176,1324404,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641970980.054812,54812,0,0,0,0,97387748,86497488,93095060,159532,6772780,8804,727212,6576416,372352,13524,354860,6562892,0,0,8388604,6279800,0,0,365352,54184,14556,373112,237276,135836,11168,20788,0,0,0,57082476,3746392,34359738367,576596,34308614140,51200,0,69632,0,0,0,0,0,0,2048,439668,10711040,90177536
1641970980.051803,51803,5,0,0,0,3878040,162044,1160092,2068,1214676,0,2897536,637068,2329520,30064,568016,607004,0,0,0,0,0,0,2317860,79672,41724,86344,63552,22792,3008,11016,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641970980.058464,58464,2,0,0,0,97385124,48946108,93221824,4724,44411484,4252,33048408,11478056,23648,321656,33024760,11156400,0,0,8388604,8228604,0,0,106832,64344,235048,827800,652080,175720,14416,7228,0,0,0,57081164,1402244,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641970980.051667,51667,3,0,0,0,3878020,3201204,3407560,2088,432048,0,292232,213236,83496,29596,208736,183640,0,0,0,0,0,0,71332,70712,41760,72008,45624,26384,3040,5960,0,0,0,1939008,572488,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641970980.052007,52007,4,0,0,0,1813712,81528,1134376,2068,1180760,0,739652,797212,379556,37000,360096,760212,0,0,0,0,8,0,354036,40140,62520,142316,119748,22568,2784,7124,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641971040.058913,58913,1,0,0,0,97385144,61018668,93214068,4768,32347312,5800,25871860,6593448,21660,328548,25850200,6264900,0,0,8388604,8199420,0,0,110672,67748,236980,819628,637748,181880,14224,7188,0,0,0,57081176,1324408,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641971040.055162,55162,0,0,0,0,97387748,86413828,93011480,159592,6772796,8804,806308,6576488,451440,13524,354868,6562964,0,0,8388604,6279800,0,0,435668,54184,14556,373284,237276,136008,11360,23876,0,0,0,57082476,3930724,34359738367,576596,34308614140,51200,0,90112,0,0,0,0,0,0,2048,439668,10711040,90177536
1641971040.058474,58474,2,0,0,0,97385124,48946492,93222216,4732,44411484,4252,33048788,11478056,24028,321648,33024760,11156408,0,0,8388604,8228604,0,0,107924,64344,235048,827896,652080,175816,14416,7228,0,0,0,57081164,1402248,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641971040.051636,51636,5,0,0,0,3878040,162044,1160092,2068,1214676,0,2897564,637052,2329532,30064,568032,606988,0,0,0,0,0,0,2317872,79672,41724,86344,63552,22792,3008,11016,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641971040.051528,51528,3,0,0,0,3878020,3201220,3407576,2088,432048,0,292260,213236,83524,29596,208736,183640,0,0,0,0,0,0,71376,70712,41760,72008,45624,26384,3024,5960,0,0,0,1939008,572488,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641971040.052262,52262,4,0,0,0,1813712,86692,1134000,2068,1175452,0,738528,792972,379500,37000,359028,755972,0,0,0,0,4,0,353980,40144,62520,142072,119516,22556,2864,7132,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641971100.056311,56311,1,0,0,0,97385144,61014992,93210392,4768,32347312,5800,25874712,6593448,24512,328548,25850200,6264900,0,0,8388604,8199420,0,0,113616,67748,236980,819596,637748,181848,14224,7188,0,0,0,57081176,1324408,34359738367,583720,34308612092,54400,0,61440,0,0,0,0,0,0,2048,539016,9564160,91226112
1641971100.054285,54285,0,0,0,0,97387748,86341992,92939732,159648,6772828,8804,874264,6576568,519388,13524,354876,6563044,0,0,8388604,6279800,0,0,507876,54184,14556,374184,237276,136908,11472,27256,0,0,0,57082476,4088712,34359738367,576596,34308614140,51200,0,118784,0,0,0,0,0,0,2048,439668,10711040,90177536
1641971100.058097,58097,2,0,0,0,97385124,48946320,93222044,4732,44411484,4252,33048216,11478064,23456,321656,33024760,11156408,0,0,8388604,8228604,0,0,106476,64344,235048,827704,652080,175624,14416,7228,0,0,0,57081164,1402676,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641971100.051623,51623,3,0,0,0,3878020,3201452,3407808,2088,432048,0,292220,213236,83484,29596,208736,183640,0,0,0,0,0,0,71320,70712,41760,72008,45624,26384,3040,5960,0,0,0,1939008,572488,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641971100.05169,51690,5,0,0,0,3878040,161980,1160044,2068,1214692,0,2897672,637052,2329624,30064,568048,606988,0,0,0,0,0,0,2317964,79672,41724,86408,63552,22856,3008,11016,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641971100.051819,51819,4,0,0,0,1813712,72100,1134028,2068,1190072,0,738364,807780,379524,37000,358840,770780,0,0,0,0,124,0,354004,40136,62520,142016,119516,22500,2784,7132,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641971160.058379,58379,1,0,0,0,97385144,61019040,93214440,4768,32347312,5800,25872028,6593444,21824,328548,25850204,6264896,0,0,8388604,8199420,0,0,110488,66028,236980,819592,637748,181844,14208,7000,0,0,0,57081176,1322816,34359738367,583720,34308612092,54400,0,61440,0,0,0,0,0,0,2048,539016,9564160,91226112
1641971160.056557,56557,2,0,0,0,97385124,48943468,93219192,4732,44411484,4252,33047356,11478056,22596,321648,33024760,11156408,0,0,8388604,8228604,0,0,105988,64344,235048,827704,652080,175624,14416,7228,0,0,0,57081164,1402508,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641971160.054153,54153,0,0,0,0,97387748,86272740,92870556,159716,6772836,8804,939272,6576640,584392,13524,354880,6563116,0,0,8388604,6279800,80,0,568212,54184,14556,373688,237276,136412,11552,29760,0,0,0,57082476,4246712,34359738367,576596,34308614140,51200,0,131072,0,0,0,0,0,0,2048,439668,10711040,90177536
1641971160.051774,51774,3,0,0,0,3878020,3201444,3407800,2088,432048,0,292232,213236,83496,29596,208736,183640,0,0,0,0,0,0,71332,70712,41760,72016,45624,26392,3040,5960,0,0,0,1939008,572488,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641971160.05181,51810,5,0,0,0,3878040,161868,1159964,2068,1214724,0,2897684,637052,2329604,30064,568080,606988,0,0,0,0,0,0,2317944,79672,41724,86504,63552,22952,3024,11016,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641971160.05188,51880,4,0,0,0,1813712,70152,1134084,2068,1192348,0,737780,810656,379540,37000,358240,773656,0,0,0,0,8,0,354020,40132,62520,141744,119244,22500,2800,7128,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641971220.055412,55412,0,0,0,0,97387748,86104212,92702160,159788,6772896,8804,1098092,6576772,743212,13524,354880,6563248,0,0,8388604,6279800,84,0,731384,54184,14556,375528,237276,138252,11760,35308,0,0,0,57082476,4641708,34359738367,576596,34308614140,51200,0,155648,0,0,0,0,0,0,2048,439668,10711040,90177536
1641971220.058002,58002,1,0,0,0,97385144,61016488,93211904,4780,32347316,5800,25873304,6593460,23100,328548,25850204,6264912,0,0,8388604,8199420,0,0,111572,67748,236980,819592,637748,181844,14208,7192,0,0,0,57081176,1324004,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641971220.057352,57352,2,0,0,0,97385124,48944772,93220504,4740,44411484,4252,33045964,11478068,21200,321656,33024764,11156412,0,0,8388604,8228604,0,0,103096,63092,235048,827768,652080,175688,14384,7040,0,0,0,57081164,1401340,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641971220.05233,52330,5,0,0,0,3878040,162164,1160260,2068,1214724,0,2897728,637020,2329616,30064,568112,606956,0,0,0,0,0,0,2317956,79672,41724,86472,63552,22920,3008,11016,0,0,0,1939020,3258800,34359738367,352264,34358945788,2624,0,931840,0,0,0,0,0,0,2048,81776,4112384,2097152
1641971220.052108,52108,3,0,0,0,3878020,3201016,3407372,2088,432048,0,292200,213236,83464,29596,208736,183640,0,0,0,0,0,0,71300,70712,41760,72072,45624,26448,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
1641971220.054553,54553,4,0,0,0,1813712,87384,1135316,2068,1176860,0,736284,796664,379540,37000,356744,759664,0,0,0,0,8,0,354020,40132,62520,141148,118732,22416,2800,7128,0,0,0,906856,646516,34359738367,348656,34358945788,2816,0,10240,0,0,0,0,0,0,2048,79716,2017280,0
1641971280.058086,58086,1,0,0,0,97385144,61018560,93213976,4780,32347316,5800,25871476,6593460,21272,328548,25850204,6264912,0,0,8388604,8199420,0,0,110108,67748,236980,819576,637748,181828,14208,7192,0,0,0,57081176,1324004,34359738367,583720,34308612092,54400,0,59392,0,0,0,0,0,0,2048,539016,9564160,91226112
1641971280.055552,55552,0,0,0,0,97387748,86036828,92634872,159860,6772932,8800,1161204,6576868,806324,13524,354880,6563344,0,0,8388604,6279800,112,0,793428,53580,14556,376444,237276,139168,11872,38688,0,0,0,57082476,4799736,34359738367,576596,34308614140,51200,0,163840,0,0,0,0,0,0,2048,439668,10711040,90177536
1641971280.056878,56878,2,0,0,0,97385124,48944844,93220576,4740,44411484,4252,33047276,11478064,22512,321652,33024764,11156412,0,0,8388604,8228604,0,0,105084,64344,235048,827768,652080,175688,14400,7220,0,0,0,57081164,1401512,34359738367,583720,34308612092,54400,0,51200,0,0,0,0,0,0,2048,522612,8531968,92274688
1641971280.052048,52048,3,0,0,0,3878020,3200924,3407280,2088,432048,0,292252,213236,83516,29596,208736,183640,0,0,0,0,0,0,71376,70712,41760,72040,45624,26416,3040,5960,0,0,0,1939008,572480,34359738367,353332,34358945788,2816,0,18432,0,0,0,0,0,0,2048,106340,3039232,3145728
